Id	CLASS0	CLASS1	CLASS2	CLASS3	COMMON-NAME	ALTERNATIVE	NAMES	SUPER-PATHWAYS
KDO-LIPASYN-PWY	Biosynthesis	Cell-Structure-Biosynthesis	Cell-Structure-Biosynthesis	Lipid-Biosynthesis	(Kdo)<sub>2</sub>-lipid A biosynthesis I		(Kdo)<sub>2</sub>-lipid A biosynthesis I	LPSSYN-PWY
NAGLIPASYN-PWY	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Sterol-Biosynthesis	Lipid-Biosynthesis$Lipopolysaccharide-Biosynthesis	lipid IVA biosynthesis		lipid IVA biosynthesis$lipid-A-precursor biosynthesis	LPSSYN-PWY$KDO-NAGLIPASYN-PWY
KDO-NAGLIPASYN-PWY	Biosynthesis	Cell-Structure-Biosynthesis	Cell-Structure-Biosynthesis	Lipid-Biosynthesis$Lipopolysaccharide-Biosynthesis$Super-Pathways	superpathway of (Kdo)2-lipid A biosynthesis		superpathway of (Kdo)2-lipid A biosynthesis	
PWY-6795				Lipid-Biosynthesis$SECONDARY-METABOLITE-BIOSYNTHESIS	"diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis"		"diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis$betaine lipid biosynthesis"	
PWY-4762				Lipid-Biosynthesis$Super-Pathways	superpathway of choline biosynthesis		superpathway of choline biosynthesis	
LPSSYN-PWY	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Sterol-Biosynthesis	Lipid-Biosynthesis$Super-Pathways	superpathway of lipopolysaccharide biosynthesis		superpathway of lipopolysaccharide biosynthesis	
PWY-5670				Lipid-Biosynthesis$TRITERPENOID-SYN	epoxysqualene biosynthesis		epoxysqualene biosynthesis	PWY66-4$PWY66-341$ERGOSTEROL-SYN-PWY$PWY-7156$PWY66-3
PWY0-522	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate salvage I		lipoate salvage I	
PWY-7382	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate biosynthesis and incorporation (yeast)		lipoate biosynthesis and incorporation (yeast)	
PWY0-1275	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate biosynthesis and incorporation II		lipoate biosynthesis and incorporation II	
PWY-6984	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate salvage II		lipoate salvage II	
PWY0-501	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate biosynthesis and incorporation I		lipoate biosynthesis and incorporation I	
PWY-6987	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Lipoate-Biosynthesis	lipoate biosynthesis and incorporation III (Bacillus)		lipoate biosynthesis and incorporation III (Bacillus)	
PWY-7650	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	LIPOPEPTIDE-BIOSYNTHESIS	echinocandin B biosynthesis		echinocandin B biosynthesis	
ECASYN-PWY	Biosynthesis	Cell-Structure-Biosynthesis	Cell-Structure-Biosynthesis	Lipopolysaccharide-Biosynthesis$Super-Pathways	enterobacterial common antigen biosynthesis		enterobacterial common antigen biosynthesis$ECA biosynthesis	
PWY-6475				Lycopene-Biosynthesis	trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)		trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	CAROTENOID-PWY
PWY-5942				Lycopene-Biosynthesis$Super-Pathways	trans-lycopene biosynthesis I		trans-lycopene biosynthesis I	PWY-7393
PWY-5298	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation VI		L-lysine degradation VI	PWY-5327
PWY66-425	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation II (L-pipecolate pathway)		L-lysine degradation II (L-pipecolate pathway)	
PWY-5311	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation VII		L-lysine degradation VII	PWY-5327
PWY-5280	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation IV		L-lysine degradation IV$&delta;-aminovalerate pathway$&delta;-aminovaleric acid pathway	PWY-5327
LYSDEGII-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation III		L-lysine degradation III	PWY-5327
PWY-6328	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation X		L-lysine degradation X	
PWY-5314	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation VIII		L-lysine degradation VIII	PWY-5327
PWY-5283	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation V		L-lysine degradation V$2-aminoadipate pathway	PWY-5327
LYSINE-DEG1-PWY	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation XI (mammalian)		L-lysine degradation XI (mammalian)	PWY-5327
PWY0-461	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation I		L-lysine degradation I	PWY-5327
PWY-5324	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG	L-lysine degradation IX		L-lysine degradation IX	PWY-5327
PWY-5327	Degradation/Utilization/Assimilation	Amino-Acid-Degradation	Proteinogenic Amino Acid Degradation	LYSINE-DEG$Super-Pathways	superpathway of L-lysine degradation		superpathway of L-lysine degradation	
LYSINE-AMINOAD-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis IV		L-lysine biosynthesis IV	
PWY-3081	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis V		L-lysine biosynthesis V	
DAPLYSINESYN-PWY	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis I		L-lysine biosynthesis I$L-lysine and L-diaminopimelate biosynthesis	P4-PWY
PWY-2942	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis III		L-lysine biosynthesis III	
PWY-2941	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis II		L-lysine biosynthesis II	
PWY-5097	Biosynthesis	Amino-Acid-Biosynthesis	Proteinogenic Amino Acid Biosynthesis	LYSINE-SYN	L-lysine biosynthesis VI		L-lysine biosynthesis VI	PWY-724
PWY-6971	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	oleandomycin biosynthesis		oleandomycin biosynthesis	
PWY-7422	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	"methymycin, neomethymycin and novamethymycin biosynthesis"		"methymycin, neomethymycin and novamethymycin biosynthesis"	
PWY-7412	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	mycinamicin biosynthesis		mycinamicin biosynthesis	
PWY-7108	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	erythromycin A biosynthesis		erythromycin A biosynthesis	PWY-6975
PWY-7624	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	nystatin biosynthesis		nystatin biosynthesis	
PWY-7415	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	tylosin biosynthesis		tylosin biosynthesis	
PWY-7109	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	megalomicin A biosynthesis		megalomicin A biosynthesis$megalomycin A biosynthesis	PWY-7110
PWY-7677	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	rosamicin biosynthesis		rosamicin biosynthesis	
PWY-7421	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	"narbomycin, pikromycin and novapikromycin biosynthesis"		"narbomycin, pikromycin and novapikromycin biosynthesis$narbomycin, picromycin and novapicromycin biosynthesis"	
PWY-7106	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis	erythromycin D biosynthesis		erythromycin D biosynthesis	PWY-7110$PWY-6975
PWY-6975	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis$Super-Pathways	superpathway of erythromycin biosynthesis (without sugar biosynthesis)		superpathway of erythromycin biosynthesis (without sugar biosynthesis)	PWY-6977
PWY-6977	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis$Super-Pathways	superpathway of erythromycin biosynthesis		superpathway of erythromycin biosynthesis	
PWY-7110	Biosynthesis	Secondary Metabolite Biosynthesis	Antibiotic-Biosynthesis	Macrolides-Biosynthesis$Super-Pathways	superpathway of megalomicin A biosynthesis		superpathway of megalomicin A biosynthesis	
PWY-7886				Macromolecule-Modification	cell-surface glycoconjugate-linked phosphocholine biosynthesis		cell-surface glycoconjugate-linked phosphocholine biosynthesis$Kennedy pathway	
PWY-5794	Degradation/Utilization/Assimilation	Carboxylate Degradation	Malonate-Degradation	Malonate-Degradation	malonate degradation I (biotin-independent)		malonate degradation I (biotin-independent)	
PWY-6060	Degradation/Utilization/Assimilation	Carboxylate Degradation	Malonate-Degradation	Malonate-Degradation	malonate degradation II (biotin-dependent)		malonate degradation II (biotin-dependent)	
PWY-1501	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Mandelate Degradation	Mandelate Degradation	mandelate degradation I		mandelate degradation I	PWY-6957$PWY-2504$PWY-6954
PWY-6957	Degradation/Utilization/Assimilation	Aromatic-Compounds-Degradation	Mandelate Degradation	Mandelate Degradation	mandelate degradation to acetyl-CoA		mandelate degradation to acetyl-CoA	
PWY-6591	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Manganese-Oxidation	Manganese-Oxidation	manganese oxidation I		manganese oxidation I	
PWY-6592	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Manganese-Oxidation	Manganese-Oxidation	manganese oxidation II		manganese oxidation II	
PWY-6687	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Mannosylglucosylglycerate-Biosynthesis	mannosylglucosylglycerate biosynthesis II		mannosylglucosylglycerate biosynthesis II	
PWY-6686	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Mannosylglucosylglycerate-Biosynthesis	mannosylglucosylglycerate biosynthesis I		mannosylglucosylglycerate biosynthesis I	
PWY-5656	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Mannosylglycerate-Biosynthesis	mannosylglycerate biosynthesis I		mannosylglycerate biosynthesis I	
PWY-5658	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Mannosylglycerate-Biosynthesis	mannosylglycerate biosynthesis II		mannosylglycerate biosynthesis II	
PWY-6398	Degradation/Utilization/Assimilation	Hormone-Degradation	Hormone Degradation	Melatonin-Degradation	melatonin degradation I		melatonin degradation I	PWY-6402
PWY-6399	Degradation/Utilization/Assimilation	Hormone-Degradation	Hormone Degradation	Melatonin-Degradation	melatonin degradation II		melatonin degradation II	PWY-6402
PWY-6400	Degradation/Utilization/Assimilation	Hormone-Degradation	Hormone Degradation	Melatonin-Degradation	melatonin degradation III		melatonin degradation III	PWY-6402
PWY-6402	Degradation/Utilization/Assimilation	Hormone-Degradation	Hormone Degradation	Melatonin-Degradation$Super-Pathways	superpathway of melatonin degradation		superpathway of melatonin degradation	
PWY-5891	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-11 biosynthesis		menaquinol-11 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-11 biosynthesis	PWY-5897
PWY-5849	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-6 biosynthesis		menaquinol-6 biosynthesis$vitamin K<sub>2</sub> biosynthesis$MK-6 biosynthesis$menaquinone-6 biosynthesis	PWY-5850
PWY-7998	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-4 biosynthesis II		menaquinol-4 biosynthesis II$MK-4 biosynthesis$menaquinone-4 biosynthesis	
MENAQUINONESYN-PWY	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-8 biosynthesis		menaquinol-8 biosynthesis$vitamin K<sub>2</sub> biosynthesis I$menaquinone-8 biosynthesis	PWY-7992$PWY-6263$ALL-CHORISMATE-PWY$PWY-5838
PWY-5892	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-12 biosynthesis		menaquinol-12 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-12 biosynthesis	PWY-5898
PWY-5844	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-9 biosynthesis		menaquinol-9 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-9 biosynthesis	PWY-5845
PWY-5895	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-13 biosynthesis		menaquinol-13 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-13 biosynthesis	PWY-5899
PWY-5890	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-10 biosynthesis		menaquinol-10 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-10 biosynthesis	PWY-5896
PWY-7996	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-4 biosynthesis I		menaquinol-4 biosynthesis I$MK-4 biosynthesis$menaquinone-4 biosynthesis	
PWY-5839	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis	menaquinol-7 biosynthesis		menaquinol-7 biosynthesis$vitamin K<sub>2</sub> biosynthesis$menaquinone-7 biosynthesis	PWY-5840
PWY-5899	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-13 biosynthesis		superpathway of menaquinol-13 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-13 biosynthesis	
PWY-5896	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-10 biosynthesis		superpathway of menaquinol-10 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-10 biosynthesis	
PWY-5840	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-7 biosynthesis		superpathway of menaquinol-7 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-7 biosynthesis	
PWY-6263	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-8 biosynthesis II		superpathway of menaquinol-8 biosynthesis II$vitamin K<sub>2</sub> biosynthesis II$superpathway of menaquinone-8 biosynthesis II	
PWY-5897	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-11 biosynthesis		superpathway of menaquinol-11 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-11 biosynthesis	
PWY-5850	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-6 biosynthesis I		superpathway of menaquinol-6 biosynthesis I$superpathway of menaquinone-6 biosynthesis I	
PWY-7992	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-8 biosynthesis III		superpathway of menaquinol-8 biosynthesis III	
PWY-5838	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-8 biosynthesis I		superpathway of menaquinol-8 biosynthesis I$vitamin K<sub>2</sub> biosynthesis I$superpathway of menaquinone-8 biosynthesis I	
PWY-5898	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-12 biosynthesis		superpathway of menaquinol-12 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-12 biosynthesis	
PWY-5845	Biosynthesis	"Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis"	Quinol and Quinone Biosynthesis	Menaquinone-Biosynthesis$Super-Pathways	superpathway of menaquinol-9 biosynthesis		superpathway of menaquinol-9 biosynthesis$vitamin K<sub>2</sub> biosynthesis$superpathway of menaquinone-9 biosynthesis	
NONMEVIPP-PWY	Biosynthesis	Secondary Metabolite Biosynthesis	Terpenoid-Biosynthesis	MEP-Pathways	methylerythritol phosphate pathway I		methylerythritol phosphate pathway I$nonmevalonate isopentenyl diphosphate biosynthesis$methylerythritol phosphate degradation$MEP degradation$deoxyxylulose phosphate pathway$DOXP pathway$Rohmer pathway$isopentenyl diphosphate biosynthesis -- mevalonate-independent$nonmevalonate isoprenoid pathway$MEP pathway	PWY-7156$PWY-7392$PWY-6270$PWY-5121
PWY-7560	Biosynthesis	Secondary Metabolite Biosynthesis	Terpenoid-Biosynthesis	MEP-Pathways	methylerythritol phosphate pathway II		methylerythritol phosphate pathway II$nonmevalonate isopentenyl diphosphate biosynthesis$methylerythritol phosphate degradation$MEP degradation$deoxyxylulose phosphate pathway$DOXP pathway$Rohmer pathway$isopentenyl diphosphate biosynthesis -- mevalonate-independent$nonmevalonate isoprenoid pathway$MEP pathway	
P641-PWY	Detoxification	Mercury-Detoxification	Mercury-Detoxification	Mercury-Detoxification	phenylmercury acetate degradation		phenylmercury acetate degradation	
PWY-6829				Metabolic-Clusters$Nucleic-Acid-Processing	tRNA methylation (yeast)		tRNA methylation (yeast)	
PWY18C3-24	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Phenylpropanoid Derivative Degradation	Metabolic-Clusters$PHENYLPROPANOID-DERIVATIVE-DEG	methylsalicylate-degradation		methylsalicylate degradation	
PWY18C3-21				Metabolic-Clusters$PHENYLPROPANOID-SYN	phenylpropanoid volatiles glycoconjugation (tomato)		phenylpropanoid volatiles glycoconjugation (tomato)	
PWY-7498				Metabolic-Clusters$PHENYLPROPANOID-SYN	phenylpropanoids methylation (ice plant)		phenylpropanoids methylation (ice plant)	
PWY-6801				Metabolic-Clusters$PHENYLPROPANOID-SYN	volatile esters biosynthesis (during fruit ripening)		volatile esters biosynthesis (during fruit ripening)$ethylene-stimulated fruit ester biosynthesis	
PWY-7615	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Phytoalexin Degradation	Metabolic-Clusters$PHYTOALEXIN-DEG	"pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)"		"pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)"	
PWY-7120				Metabolic-Clusters$PLANT-CELL-STRUCTURE	esterified suberin biosynthesis		esterified suberin biosynthesis	
PWY-6733				Metabolic-Clusters$PLANT-CELL-STRUCTURE	sporopollenin precursors biosynthesis		sporopollenin precursors biosynthesis$sporopollenin monomer biosynthesis	
PWY-1121				Metabolic-Clusters$PLANT-CELL-STRUCTURE	suberin monomers biosynthesis		suberin monomers biosynthesis	
PWY-7696				Metabolic-Clusters$POLYKETIDE-SYN	citreoisocoumarin and bikisocoumarin biosynthesis		citreoisocoumarin and bikisocoumarin biosynthesis	
PWY-7800				Metabolic-Clusters$Protein-Modification	Ac/N-end rule pathway		Ac/N-end rule pathway$N-Terminal acetylation-targeted N-End Rule pathway	
PWY-7801				Metabolic-Clusters$Protein-Modification	N-end rule pathway I (prokaryotic)		N-end rule pathway I (prokaryotic)	
PWY-7802				Metabolic-Clusters$Protein-Modification	N-end rule pathway II (prokaryotic)		N-end rule pathway II (prokaryotic)	
PWY-7799				Metabolic-Clusters$Protein-Modification	Arg/N-end rule pathway (eukaryotic)		Arg/N-end rule pathway (eukaryotic)	
PWY-7224				Metabolic-Clusters$Purine-Nucleotides-Salvage	purine deoxyribonucleosides salvage		purine deoxyribonucleosides salvage	
PWY-6545	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Metabolic-Clusters$Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	pyrimidine deoxyribonucleotides de novo biosynthesis III		pyrimidine deoxyribonucleotides de novo biosynthesis III	
PWY-7184	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Metabolic-Clusters$Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	pyrimidine deoxyribonucleotides de novo biosynthesis I		pyrimidine deoxyribonucleotides de novo biosynthesis I	PWY-7211$PWY0-166
PWY-7198	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Metabolic-Clusters$Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	pyrimidine deoxyribonucleotides de novo biosynthesis IV		pyrimidine deoxyribonucleotides de novo biosynthesis IV	
PWY-7206	Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	Nucleoside and Nucleotide Degradation	Metabolic-Clusters$Pyrimidine-Deoxyribonucleosides-Deg	pyrimidine deoxyribonucleotides dephosphorylation		pyrimidine deoxyribonucleotides dephosphorylation	
PWY-7210	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Pyrimidine Nucleotide Biosynthesis	Metabolic-Clusters$Pyrimidine-Nucleotide-Salvage	pyrimidine deoxyribonucleotides biosynthesis from CTP		pyrimidine deoxyribonucleotides biosynthesis from CTP	
PWY-7197	Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Pyrimidine Nucleotide Biosynthesis	Metabolic-Clusters$Pyrimidine-Nucleotide-Salvage	pyrimidine deoxyribonucleotide phosphorylation		pyrimidine deoxyribonucleotide phosphorylation	PWY-7200
PWY-7424	Biosynthesis	Fatty-Acid-and-Lipid-Biosynthesis	Sterol-Biosynthesis	Metabolic-Clusters$Sterol-Biosynthesis	sterol:steryl ester interconversion (yeast)		sterol:steryl ester interconversion (yeast)	
PWY-5045				Metabolic-Clusters$STILBENE-PHYTOALEXINS$STILBENE-SYN	pinosylvin metabolism		pinosylvin metabolism	
OANTIGEN-PWY	Biosynthesis	Cell-Structure-Biosynthesis	Cell-Structure-Biosynthesis	Metabolic-Clusters$SUGAR-NUCLEOTIDES$Super-Pathways	O-antigen building blocks biosynthesis (E. coli)		O-antigen building blocks biosynthesis (E. coli)	
PWY-6736	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	Metabolic-Clusters$Sulfur-Metabolism	sulfur volatiles biosynthesis		sulfur volatiles biosynthesis$biosynthesis of sulphur volatiles	
PWY-5134				Metabolic-Clusters$Super-Pathways$TERPENOPHENOLICS-SYN	superpathway of bitter acids biosynthesis		superpathway of bitter acids biosynthesis	
PWY-6806	Degradation/Utilization/Assimilation	Secondary-Metabolite-Degradation	Terpenoid-Degradation	Metabolic-Clusters$TERPENOID-DEG	carotenoid cleavage		carotenoid cleavage$apocarotenoid biosynthesis	
PWY-7251				Metabolic-Clusters$TRITERPENOID-SYN	pentacyclic triterpene biosynthesis		pentacyclic triterpene biosynthesis$pentacyclic triterpenoid biosynthesis	
PWY66-423	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	"fructose 2,6-bisphosphate biosynthesis"		"fructose 2,6-bisphosphate biosynthesis"	
PWY66-420	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	carnosine biosynthesis		carnosine biosynthesis	
PWY-7535	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	lovastatin biosynthesis		lovastatin biosynthesis	
PWY-6405	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	Rapoport-Luebering glycolytic shunt		Rapoport-Luebering glycolytic shunt	
PWY-6100	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	L-carnitine biosynthesis		L-carnitine biosynthesis$(R)-carnitine biosynthesis	
PPGPPMET-PWY	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators	ppGpp biosynthesis		ppGpp biosynthesis$guanosine 3'-diphosphate 5'-diphosphate biosynthesis	
PWY-6158	Biosynthesis	Metabolic Regulator Biosynthesis	Organic Solute Biosynthesis	Metabolic-Regulators$Polyamine-Biosynthesis	creatine-phosphate biosynthesis		creatine-phosphate biosynthesis	
