"","V1","V2"
"806","EC:1.6.3.3","NADH oxidase (H(2)O(2)-forming)"
"807","EC:1.6.3.4","NADH oxidase (H(2)O-forming)"
"808","EC:1.6.3.5","Renalase"
"809","EC:1.6.5.2","NAD(P)H dehydrogenase (quinone)"
"810","EC:1.6.5.3","NADH:ubiquinone reductase (H(+)-translocating)"
"811","EC:1.6.5.4","Monodehydroascorbate reductase (NADH)"
"812","EC:1.6.5.5","NADPH:quinone reductase"
"813","EC:1.6.5.9","NADH:ubiquinone reductase (non-electrogenic)"
"814","EC:1.6.99.1","NADPH dehydrogenase"
"815","EC:1.6.99.3","NADH dehydrogenase"
"816","EC:1.7.1.1","Nitrate reductase (NADH)"
"817","EC:1.7.1.13","PreQ(1) synthase"
"818","EC:1.7.1.14","Nitric oxide reductase (NAD(P)(+), nitrous oxide-forming)"
"819","EC:1.7.1.15","Nitrite reductase (NADH)"
"820","EC:1.7.1.2","Nitrate reductase (NAD(P)H)"
"821","EC:1.7.1.3","Nitrate reductase (NADPH)"
"822","EC:1.7.1.4","Nitrite reductase (NAD(P)H)"
"823","EC:1.7.1.6","Azobenzene reductase"
"824","EC:1.7.1.7","GMP reductase"
"825","EC:1.7.2.1","Nitrite reductase (NO-forming)"
"826","EC:1.7.2.2","Nitrite reductase (cytochrome; ammonia-forming)"
"827","EC:1.7.2.3","Trimethylamine-N-oxide reductase (cytochrome c)"
"828","EC:1.7.2.4","Nitrous-oxide reductase"
"829","EC:1.7.2.5","Nitric-oxide reductase (cytochrome c)"
"830","EC:1.7.2.6","Hydroxylamine dehydrogenase"
"831","EC:1.7.3.3","Factor independent urate hydroxylase"
"832","EC:1.7.7.1","Ferredoxin--nitrite reductase"
"833","EC:1.7.7.2","Ferredoxin--nitrate reductase"
"834","EC:1.7.99.1","Hydroxylamine reductase"
"835","EC:1.7.99.4","Nitrate reductase"
"836","EC:1.8.1.14","CoA-disulfide reductase"
"837","EC:1.8.1.15","Mycothione reductase"
"838","EC:1.8.1.2","Assimilatory sulfite reductase (NADPH)"
"839","EC:1.8.1.4","Dihydrolipoyl dehydrogenase"
"840","EC:1.8.1.7","Glutathione-disulfide reductase"
"841","EC:1.8.1.8","Protein-disulfide reductase"
"842","EC:1.8.1.9","Thioredoxin-disulfide reductase"
"843","EC:1.8.2.1","Sulfite dehydrogenase"
"844","EC:1.8.2.2","Thiosulfate dehydrogenase"
"845","EC:1.8.2.3","Sulfide-cytochrome-c reductase (flavocytochrome c)"
"846","EC:1.8.2.4","Dimethyl sulfide:cytochrome c2 reductase"
"847","EC:1.8.3.1","Sulfite oxidase"
"848","EC:1.8.3.2","Thiol oxidase"
"849","EC:1.8.3.5","Prenylcysteine oxidase"
"850","EC:1.8.3.6","Farnesylcysteine lyase"
"851","EC:1.8.4.11","Peptide-methionine (S)-S-oxide reductase"
"852","EC:1.8.4.12","Peptide-methionine (R)-S-oxide reductase"
"853","EC:1.8.4.14","L-methionine (R)-S-oxide reductase"
"854","EC:1.8.4.2","Protein-disulfide reductase (glutathione)"
"855","EC:1.8.4.8","Phosphoadenylyl-sulfate reductase (thioredoxin)"
"856","EC:1.8.4.9","Adenylyl-sulfate reductase (glutathione)"
"857","EC:1.8.5.2","Thiosulfate dehydrogenase (quinone)"
"858","EC:1.8.5.3","Dimethylsulfoxide reductase"
"859","EC:1.8.7.1","Assimilatory sulfite reductase (ferredoxin)"
"860","EC:1.8.7.2","Ferredoxin:thioredoxin reductase"
"861","EC:1.8.98.1","CoB--CoM heterodisulfide reductase"
"862","EC:1.8.98.2","Sulfiredoxin"
"863","EC:1.8.99.2","Adenylyl-sulfate reductase"
"864","EC:1.8.99.3","Hydrogensulfite reductase"
"865","EC:1.8.99.5","Dissimilatory sulfite reductase"
"866","EC:1.9.3.1","Cytochrome-c oxidase"
"867","EC:1.97.1.4","[Formate-C-acetyltransferase]-activating enzyme"
"868","EC:1.97.1.9","Selenate reductase"
"869","EC:2.1.1.1","Nicotinamide N-methyltransferase"
"870","EC:2.1.1.10","Homocysteine S-methyltransferase"
"871","EC:2.1.1.100","Protein-S-isoprenylcysteine O-methyltransferase"
"872","EC:2.1.1.101","Macrocin O-methyltransferase"
"873","EC:2.1.1.102","Demethylmacrocin O-methyltransferase"
"874","EC:2.1.1.103","Phosphoethanolamine N-methyltransferase"
"875","EC:2.1.1.104","Caffeoyl-CoA O-methyltransferase"
"876","EC:2.1.1.107","Uroporphyrinogen-III C-methyltransferase"
"877","EC:2.1.1.11","Magnesium protoporphyrin IX methyltransferase"
"878","EC:2.1.1.111","Anthranilate N-methyltransferase"
"879","EC:2.1.1.112","Glucuronoxylan 4-O-methyltransferase"
"880","EC:2.1.1.113","Site-specific DNA-methyltransferase (cytosine-N(4)-specific)"
"881","EC:2.1.1.114","Polyprenyldihydroxybenzoate methyltransferase"
"882","EC:2.1.1.117","(S)-scoulerine 9-O-methyltransferase"
"883","EC:2.1.1.12","Methionine S-methyltransferase"
"884","EC:2.1.1.127","[Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase"
"885","EC:2.1.1.13","Methionine synthase"
"886","EC:2.1.1.130","Precorrin-2 C(20)-methyltransferase"
"887","EC:2.1.1.131","Precorrin-3B C(17)-methyltransferase"
"888","EC:2.1.1.132","Precorrin-6B C(5,15)-methyltransferase (decarboxylating)"
"889","EC:2.1.1.133","Precorrin-4 C(11)-methyltransferase"
"890","EC:2.1.1.137","Arsenite methyltransferase"
"891","EC:2.1.1.14","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
"892","EC:2.1.1.140","(S)-coclaurine-N-methyltransferase"
"893","EC:2.1.1.141","Jasmonate O-methyltransferase"
"894","EC:2.1.1.143","24-methylenesterol C-methyltransferase"
"895","EC:2.1.1.144","Trans-aconitate 2-methyltransferase"
"896","EC:2.1.1.148","Thymidylate synthase (FAD)"
"897","EC:2.1.1.150","Isoflavone 7-O-methyltransferase"
"898","EC:2.1.1.151","Cobalt-factor II C(20)-methyltransferase"
"899","EC:2.1.1.152","Precorrin-6A synthase (deacetylating)"
"900","EC:2.1.1.156","Glycine/sarcosine N-methyltransferase"
"901","EC:2.1.1.157","Sarcosine/dimethylglycine N-methyltransferase"
"902","EC:2.1.1.16","Methylene-fatty-acyl-phospholipid synthase"
"903","EC:2.1.1.161","Dimethylglycine N-methyltransferase"
"904","EC:2.1.1.163","Demethylmenaquinone methyltransferase"
"905","EC:2.1.1.166","23S rRNA (uridine(2552)-2'-O)-methyltransferase"
"906","EC:2.1.1.168","21S rRNA (uridine(2791)-2'-O)-methyltransferase"
"907","EC:2.1.1.17","Phosphatidylethanolamine N-methyltransferase"
"908","EC:2.1.1.170","16S rRNA (guanine(527)-N(7))-methyltransferase"
"909","EC:2.1.1.171","16S rRNA (guanine(966)-N(2))-methyltransferase"
"910","EC:2.1.1.172","16S rRNA (guanine(1207)-N(2))-methyltransferase"
"911","EC:2.1.1.173","23S rRNA (guanine(2445)-N(2))-methyltransferase"
"912","EC:2.1.1.174","23S rRNA (guanine(1835)-N(2))-methyltransferase"
"913","EC:2.1.1.176","16S rRNA (cytosine(967)-C(5))-methyltransferase"
"914","EC:2.1.1.177","23S rRNA (pseudouridine(1915)-N(3))-methyltransferase"
"915","EC:2.1.1.178","16S rRNA (cytosine(1407)-C(5))-methyltransferase"
"916","EC:2.1.1.179","16S rRNA (guanine(1405)-N(7))-methyltransferase"
"917","EC:2.1.1.180","16S rRNA (adenine(1408)-N(1))-methyltransferase"
"918","EC:2.1.1.181","23S rRNA (adenine(1618)-N(6))-methyltransferase"
"919","EC:2.1.1.182","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase"
"920","EC:2.1.1.183","18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase"
"921","EC:2.1.1.184","23S rRNA (adenine(2085)-N(6))-dimethyltransferase"
"922","EC:2.1.1.185","23S rRNA (guanosine(2251)-2'-O)-methyltransferase"
"923","EC:2.1.1.186","23S rRNA (cytidine(2498)-2'-O)-methyltransferase"
"924","EC:2.1.1.187","23S rRNA (guanine(745)-N(1))-methyltransferase"
"925","EC:2.1.1.188","23S rRNA (guanine(748)-N(1))-methyltransferase"
"926","EC:2.1.1.189","23S rRNA (uracil(747)-C(5))-methyltransferase"
"927","EC:2.1.1.190","23S rRNA (uracil(1939)-C(5))-methyltransferase"
"928","EC:2.1.1.191","23S rRNA (cytosine(1962)-C(5))-methyltransferase"
"929","EC:2.1.1.192","23S rRNA (adenine(2503)-C(2))-methyltransferase"
"930","EC:2.1.1.193","16S rRNA (uracil(1498)-N(3))-methyltransferase"
"931","EC:2.1.1.195","Cobalt-precorrin-5B (C(1))-methyltransferase"
"932","EC:2.1.1.196","Cobalt-precorrin-6B (C(15))-methyltransferase (decarboxylating)"
"933","EC:2.1.1.197","Malonyl-[acyl-carrier protein] O-methyltransferase"
"934","EC:2.1.1.198","16S rRNA (cytidine(1402)-2'-O)-methyltransferase"
"935","EC:2.1.1.199","16S rRNA (cytosine(1402)-N(4))-methyltransferase"
"936","EC:2.1.1.2","Guanidinoacetate N-methyltransferase"
"937","EC:2.1.1.20","Glycine N-methyltransferase"
"938","EC:2.1.1.200","tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase"
"939","EC:2.1.1.201","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase"
"940","EC:2.1.1.202","Multisite-specific tRNA:(cytosine-C(5))-methyltransferase"
"941","EC:2.1.1.203","tRNA (cytosine(34)-C(5))-methyltransferase"
"942","EC:2.1.1.204","tRNA (cytosine(38)-C(5))-methyltransferase"
"943","EC:2.1.1.205","tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase"
"944","EC:2.1.1.206","tRNA (cytidine(56)-2'-O)-methyltransferase"
"945","EC:2.1.1.207","tRNA (cytidine(34)-2'-O)-methyltransferase"
"946","EC:2.1.1.210","Demethylspheroidene O-methyltransferase"
"947","EC:2.1.1.211","tRNA(Ser) (uridine(44)-2'-O)-methyltransferase"
"948","EC:2.1.1.213","tRNA (guanine(10)-N(2))-dimethyltransferase"
"949","EC:2.1.1.214","tRNA (guanine(10)-N(2))-methyltransferase"
"950","EC:2.1.1.215","tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase"
"951","EC:2.1.1.216","tRNA (guanine(26)-N(2))-dimethyltransferase"
"952","EC:2.1.1.217","tRNA (adenine(22)-N(1))-methyltransferase"
"953","EC:2.1.1.218","tRNA (adenine(9)-N(1))-methyltransferase"
"954","EC:2.1.1.219","tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase"
"955","EC:2.1.1.22","Carnosine N-methyltransferase"
"956","EC:2.1.1.220","tRNA (adenine(58)-N(1))-methyltransferase"
"957","EC:2.1.1.221","tRNA (guanine(9)-N(1))-methyltransferase"
"958","EC:2.1.1.222","2-polyprenyl-6-hydroxyphenol methylase"
"959","EC:2.1.1.223","tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase"
"960","EC:2.1.1.224","23S rRNA (adenine(2503)-C(8))-methyltransferase"
"961","EC:2.1.1.225","tRNA:m(4)X modification enzyme"
"962","EC:2.1.1.226","23S rRNA (cytidine(1920)-2'-O)-methyltransferase"
"963","EC:2.1.1.227","16S rRNA (cytidine(1409)-2'-O)-methyltransferase"
"964","EC:2.1.1.228","tRNA (guanine(37)-N(1))-methyltransferase"
"965","EC:2.1.1.229","tRNA (carboxymethyluridine(34)-5-O)-methyltransferase"
"966","EC:2.1.1.233","[Phosphatase 2A protein]-leucine-carboxy methyltransferase"
"967","EC:2.1.1.234","N,N-dimethyltransferase"
"968","EC:2.1.1.235","dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase"
"969","EC:2.1.1.239","L-olivosyl-oleandolide 3-O-methyltransferase"
"970","EC:2.1.1.240","Trans-resveratrol di-O-methyltransferase"
"971","EC:2.1.1.242","16S rRNA (guanine(1516)-N(2))-methyltransferase"
"972","EC:2.1.1.243","2-ketoarginine methyltransferase"
"973","EC:2.1.1.244","Protein N-terminal methyltransferase"
"974","EC:2.1.1.245","Co-methyltransferase"
"975","EC:2.1.1.246","methyltransferase"
"976","EC:2.1.1.247","methyltransferase"
"977","EC:2.1.1.248","[Methylamine--corrinoid protein] Co-methyltransferase"
"978","EC:2.1.1.249","[Dimethylamine--corrinoid protein] Co-methyltransferase"
"979","EC:2.1.1.250","[Trimethylamine--corrinoid protein] Co-methyltransferase"
"980","EC:2.1.1.251","Methylated-thiol--coenzyme M methyltransferase"
"981","EC:2.1.1.254","Erythromycin 3''-O-methyltransferase"
"982","EC:2.1.1.255","Geranyl diphosphate 2-C-methyltransferase"
"983","EC:2.1.1.256","tRNA (guanine(6)-N(2))-methyltransferase"
"984","EC:2.1.1.257","tRNA (pseudouridine(54)-N(1))-methyltransferase"
"985","EC:2.1.1.258","Co-methyltransferase"
"986","EC:2.1.1.260","rRNA small subunit pseudouridine methyltransferase Nep1"
"987","EC:2.1.1.264","23S rRNA (guanine(2069)-N(7))-methyltransferase"
"988","EC:2.1.1.265","Tellurite methyltransferase"
"989","EC:2.1.1.266","23S rRNA (adenine(2030)-N(6))-methyltransferase"
"990","EC:2.1.1.267","Flavonoid 3',5'-methyltransferase"
"991","EC:2.1.1.268","tRNA(Thr) (cytosine(32)-N(3))-methyltransferase"
"992","EC:2.1.1.269","Dimethylsulfoniopropionate demethylase"
"993","EC:2.1.1.271","Cobalt-precorrin-4 methyltransferase"
"994","EC:2.1.1.276","Gibberellin A(4) carboxyl methyltransferase"
"995","EC:2.1.1.278","Indole-3-acetate O-methyltransferase"
"996","EC:2.1.1.28","Phenylethanolamine N-methyltransferase"
"997","EC:2.1.1.282","methyltransferase"
"998","EC:2.1.1.284","8-demethylnovobiocic acid C(8)-methyltransferase"
"999","EC:2.1.1.285","Demethyldecarbamoylnovobiocin O-methyltransferase"
"1000","EC:2.1.1.287","25S rRNA (adenine(645)-N(1))-methyltransferase"
"1001","EC:2.1.1.288","Aklanonic acid methyltransferase"
"1002","EC:2.1.1.289","Cobalt-precorrin-7 (C(5))-methyltransferase"
"1003","EC:2.1.1.290","tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase"
"1004","EC:2.1.1.292","Carminomycin 4-O-methyltransferase"
"1005","EC:2.1.1.294","3-phospho-methyltransferase"
"1006","EC:2.1.1.295","2-methyl-6-phytyl-1,4-hydroquinone methyltransferase"
"1007","EC:2.1.1.296","Methyltransferase cap2"
"1008","EC:2.1.1.297","Peptide chain release factor N(5)-glutamine methyltransferase"
"1009","EC:2.1.1.298","Ribosomal protein L3 N(5)-glutamine methyltransferase"
"1010","EC:2.1.1.305","8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase"
"1011","EC:2.1.1.306","methyltransferase"
"1012","EC:2.1.1.307","methyltransferase"
"1013","EC:2.1.1.309","18S rRNA (guanine(1575)-N(7))-methyltransferase"
"1014","EC:2.1.1.313","25S rRNA (uracil(2634)-N(3))-methyltransferase"
"1015","EC:2.1.1.33","tRNA (guanine(46)-N(7))-methyltransferase"
"1016","EC:2.1.1.34","tRNA (guanosine(18)-2'-O)-methyltransferase"
"1017","EC:2.1.1.35","tRNA (uracil(54)-C(5))-methyltransferase"
"1018","EC:2.1.1.37","DNA (cytosine-5-)-methyltransferase"
"1019","EC:2.1.1.4","Acetylserotonin O-methyltransferase"
"1020","EC:2.1.1.41","Sterol 24-C-methyltransferase"
"1021","EC:2.1.1.43","Histone-lysine N-methyltransferase"
"1022","EC:2.1.1.44","L-histidine N(alpha)-methyltransferase"
"1023","EC:2.1.1.45","Thymidylate synthase"
"1024","EC:2.1.1.49","Amine N-methyltransferase"
"1025","EC:2.1.1.5","Betaine--homocysteine S-methyltransferase"
"1026","EC:2.1.1.56"," ;  Q06996, L_SENDF    ;  O55528, L_SENDO    "
"1027","EC:2.1.1.57","Methyltransferase cap1"
"1028","EC:2.1.1.6","Catechol O-methyltransferase"
"1029","EC:2.1.1.60","Calmodulin-lysine N-methyltransferase"
"1030","EC:2.1.1.61","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
"1031","EC:2.1.1.62","mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase"
"1032","EC:2.1.1.63","Methylated-DNA--[protein]-cysteine S-methyltransferase"
"1033","EC:2.1.1.64","3-demethylubiquinol 3-O-methyltransferase"
"1034","EC:2.1.1.67","Thiopurine S-methyltransferase"
"1035","EC:2.1.1.68","Caffeate O-methyltransferase"
"1036","EC:2.1.1.71","Phosphatidyl-N-methylethanolamine N-methyltransferase"
"1037","EC:2.1.1.72","Site-specific DNA-methyltransferase (adenine-specific)"
"1038","EC:2.1.1.74","(FADH(2)-oxidizing)"
"1039","EC:2.1.1.76","Quercetin 3-O-methyltransferase"
"1040","EC:2.1.1.77","Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"1041","EC:2.1.1.79","Cyclopropane-fatty-acyl-phospholipid synthase"
"1042","EC:2.1.1.80","Protein-glutamate O-methyltransferase"
"1043","EC:2.1.1.86","Tetrahydromethanopterin S-methyltransferase"
"1044","EC:2.1.1.90","Methanol--corrinoid protein Co-methyltransferase"
"1045","EC:2.1.1.95","Tocopherol O-methyltransferase"
"1046","EC:2.1.1.96","Thioether S-methyltransferase"
"1047","EC:2.1.1.98","Diphthine synthase"
"1048","EC:2.1.2.1","Glycine hydroxymethyltransferase"
"1049","EC:2.1.2.10","Aminomethyltransferase"
"1050","EC:2.1.2.11","3-methyl-2-oxobutanoate hydroxymethyltransferase"
"1051","EC:2.1.2.13","UDP-4-amino-4-deoxy-L-arabinose formyltransferase"
"1052","EC:2.1.2.2","Phosphoribosylglycinamide formyltransferase"
"1053","EC:2.1.2.3","Phosphoribosylaminoimidazolecarboxamide formyltransferase"
"1054","EC:2.1.2.5","Glutamate formimidoyltransferase"
"1055","EC:2.1.2.9","Methionyl-tRNA formyltransferase"
"1056","EC:2.1.3.1","Methylmalonyl-CoA carboxytransferase"
"1057","EC:2.1.3.11","N-succinylornithine carbamoyltransferase"
"1058","EC:2.1.3.12","Decarbamoylnovobiocin carbamoyltransferase"
"1059","EC:2.1.3.2","Aspartate carbamoyltransferase"
"1060","EC:2.1.3.3","Ornithine carbamoyltransferase"
"1061","EC:2.1.3.6","Putrescine carbamoyltransferase"
"1062","EC:2.1.3.7","3-hydroxymethylcephem carbamoyltransferase"
"1063","EC:2.1.3.9","N-acetylornithine carbamoyltransferase"
"1064","EC:2.1.4.1","Glycine amidinotransferase"
"1065","EC:2.1.4.2","Scyllo-inosamine-4-phosphate amidinotransferase"
"1066","EC:2.10.1.1","Molybdopterin molybdotransferase"
"1067","EC:2.2.1.1","Transketolase"
"1068","EC:2.2.1.10","2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase"
"1069","EC:2.2.1.11","6-deoxy-5-ketofructose 1-phosphate synthase"
"1070","EC:2.2.1.2","Transaldolase"
"1071","EC:2.2.1.6","Acetolactate synthase"
"1072","EC:2.2.1.7","1-deoxy-D-xylulose-5-phosphate synthase"
"1073","EC:2.2.1.8","Fluorothreonine transaldolase"
"1074","EC:2.2.1.9","synthase"
"1075","EC:2.3.1.1","Amino-acid N-acetyltransferase"
"1076","EC:2.3.1.101","Formylmethanofuran--tetrahydromethanopterin N-formyltransferase"
"1077","EC:2.3.1.102","N(6)-hydroxylysine O-acetyltransferase"
"1078","EC:2.3.1.108","Alpha-tubulin N-acetyltransferase"
"1079","EC:2.3.1.109","Arginine N-succinyltransferase"
"1080","EC:2.3.1.111","Mycocerosate synthase"
"1081","EC:2.3.1.117","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
"1082","EC:2.3.1.118","N-hydroxyarylamine O-acetyltransferase"
"1083","EC:2.3.1.12","Dihydrolipoyllysine-residue acetyltransferase"
"1084","EC:2.3.1.122","Trehalose O-mycolyltransferase"
"1085","EC:2.3.1.128","Ribosomal-protein-alanine N-acetyltransferase"
"1086","EC:2.3.1.129","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
"1087","EC:2.3.1.133","Shikimate O-hydroxycinnamoyltransferase"
"1088","EC:2.3.1.137","Carnitine O-octanoyltransferase"
"1089","EC:2.3.1.15","Glycerol-3-phosphate 1-O-acyltransferase"
"1090","EC:2.3.1.157","Glucosamine-1-phosphate N-acetyltransferase"
"1091","EC:2.3.1.158","Phospholipid:diacylglycerol acyltransferase"
"1092","EC:2.3.1.159","Acridone synthase"
"1093","EC:2.3.1.16","Acetyl-CoA C-acyltransferase"
"1094","EC:2.3.1.164","Isopenicillin-N N-acyltransferase"
"1095","EC:2.3.1.165","6-methylsalicylic acid synthase"
"1096","EC:2.3.1.168","Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase"
"1097","EC:2.3.1.169","CO-methylating acetyl-CoA synthase"
"1098","EC:2.3.1.174","3-oxoadipyl-CoA thiolase"
"1099","EC:2.3.1.176","Propanoyl-CoA C-acyltransferase"
"1100","EC:2.3.1.178","Diaminobutyrate acetyltransferase"
"1101","EC:2.3.1.179","Beta-ketoacyl-[acyl-carrier-protein] synthase II"
"1102","EC:2.3.1.18","Galactoside O-acetyltransferase"
"1103","EC:2.3.1.180","Beta-ketoacyl-[acyl-carrier-protein] synthase III"
"1104","EC:2.3.1.181","Lipoyl(octanoyl) transferase"
"1105","EC:2.3.1.182","(R)-citramalate synthase"
"1106","EC:2.3.1.183","Phosphinothricin acetyltransferase"
"1107","EC:2.3.1.184","Acyl-homoserine-lactone synthase"
"1108","EC:2.3.1.187","Acetyl-S-ACP:malonate ACP transferase"
"1109","EC:2.3.1.188","Omega-hydroxypalmitate O-feruloyl transferase"
"1110","EC:2.3.1.189","Mycothiol synthase"
"1111","EC:2.3.1.19","Phosphate butyryltransferase"
"1112","EC:2.3.1.191","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase"
"1113","EC:2.3.1.193","tRNA(Met) cytidine acetyltransferase"
"1114","EC:2.3.1.199","Very-long-chain 3-oxoacyl-CoA synthase"
"1115","EC:2.3.1.20","Diacylglycerol O-acyltransferase"
"1116","EC:2.3.1.200","Lipoyl amidotransferase"
"1117","EC:2.3.1.201","UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase"
"1118","EC:2.3.1.202","UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase"
"1119","EC:2.3.1.203","UDP-N-acetylbacillosamine N-acetyltransferase"
"1120","EC:2.3.1.204","Octanoyl-[GcvH]:protein N-octanoyltransferase"
"1121","EC:2.3.1.207","Beta-ketodecanoyl-[acyl-carrier-protein] synthase"
"1122","EC:2.3.1.21","Carnitine O-palmitoyltransferase"
"1123","EC:2.3.1.210","dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase"
"1124","EC:2.3.1.22","2-acylglycerol O-acyltransferase"
"1125","EC:2.3.1.222","Phosphate propanoyltransferase"
"1126","EC:2.3.1.223","3-oxo-5,6-didehydrosuberyl-CoA thiolase"
"1127","EC:2.3.1.225","Protein S-acyltransferase"
"1128","EC:2.3.1.226","Carboxymethylproline synthase"
"1129","EC:2.3.1.227","GDP-perosamine N-acetyltransferase"
"1130","EC:2.3.1.228","Isovaleryl-homoserine lactone synthase"
"1131","EC:2.3.1.229","4-coumaroyl-homoserine lactone synthase"
"1132","EC:2.3.1.23","1-acylglycerophosphocholine O-acyltransferase"
"1133","EC:2.3.1.230","2-heptyl-4(1H)-quinolone synthase"
"1134","EC:2.3.1.231","methoxycarbonyltransferase"
"1135","EC:2.3.1.233","1,3,6,8-tetrahydroxynaphthalene synthase"
"1136","EC:2.3.1.234","N(6)-L-threonylcarbamoyladenine synthase"
"1137","EC:2.3.1.235","Tetracenomycin F2 synthase"
"1138","EC:2.3.1.239","10-deoxymethynolide syntase"
"1139","EC:2.3.1.24","Sphingosine N-acyltransferase"
"1140","EC:2.3.1.240","Narbonolide synthase"
"1141","EC:2.3.1.241","Kdo(2)-lipid IV(A) lauroyltransferase"
"1142","EC:2.3.1.242","Kdo(2)-lipid IV(A) palmitoleoyltransferase"
"1143","EC:2.3.1.243","Lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase"
"1144","EC:2.3.1.26","Sterol O-acyltransferase"
"1145","EC:2.3.1.28","Chloramphenicol O-acetyltransferase"
"1146","EC:2.3.1.29","Glycine C-acetyltransferase"
"1147","EC:2.3.1.30","Serine O-acetyltransferase"
"1148","EC:2.3.1.31","Homoserine O-acetyltransferase"
"1149","EC:2.3.1.35","Glutamate N-acetyltransferase"
"1150","EC:2.3.1.36","D-amino-acid N-acetyltransferase"
"1151","EC:2.3.1.37","5-aminolevulinate synthase"
"1152","EC:2.3.1.39","[Acyl-carrier-protein] S-malonyltransferase"
"1153","EC:2.3.1.4","Glucosamine-phosphate N-acetyltransferase"
"1154","EC:2.3.1.40","Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase"
"1155","EC:2.3.1.41","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
"1156","EC:2.3.1.42","Glycerone-phosphate O-acyltransferase"
"1157","EC:2.3.1.43","Phosphatidylcholine--sterol O-acyltransferase"
"1158","EC:2.3.1.46","Homoserine O-succinyltransferase"
"1159","EC:2.3.1.47","8-amino-7-oxononanoate synthase"
"1160","EC:2.3.1.48","Histone acetyltransferase"
"1161","EC:2.3.1.5","Arylamine N-acetyltransferase"
"1162","EC:2.3.1.50","Serine C-palmitoyltransferase"
"1163","EC:2.3.1.51","1-acylglycerol-3-phosphate O-acyltransferase"
"1164","EC:2.3.1.54","Formate C-acetyltransferase"
"1165","EC:2.3.1.57","Diamine N-acetyltransferase"
"1166","EC:2.3.1.59","Gentamicin 2'-N-acetyltransferase"
"1167","EC:2.3.1.6","Choline O-acetyltransferase"
"1168","EC:2.3.1.60","Gentamicin 3'-N-acetyltransferase"
"1169","EC:2.3.1.61","Dihydrolipoyllysine-residue succinyltransferase"
"1170","EC:2.3.1.65","Bile acid-CoA:amino acid N-acyltransferase"
"1171","EC:2.3.1.67","1-alkylglycerophosphocholine O-acetyltransferase"
"1172","EC:2.3.1.7","Carnitine O-acetyltransferase"
"1173","EC:2.3.1.74","Naringenin-chalcone synthase"
"1174","EC:2.3.1.75","Long-chain-alcohol O-fatty-acyltransferase"
"1175","EC:2.3.1.76","Retinol O-fatty-acyltransferase"
"1176","EC:2.3.1.78","Heparan-alpha-glucosaminide N-acetyltransferase"
"1177","EC:2.3.1.79","Maltose O-acetyltransferase"
"1178","EC:2.3.1.8","Phosphate acetyltransferase"
"1179","EC:2.3.1.81","Aminoglycoside N(3')-acetyltransferase"
"1180","EC:2.3.1.82","Aminoglycoside 6'-N-acetyltransferase"
"1181","EC:2.3.1.85","Fatty-acid synthase"
"1182","EC:2.3.1.86","Fatty-acyl-CoA synthase"
"1183","EC:2.3.1.87","Aralkylamine N-acetyltransferase"
"1184","EC:2.3.1.88","Peptide alpha-N-acetyltransferase"
"1185","EC:2.3.1.89","Tetrahydrodipicolinate N-acetyltransferase"
"1186","EC:2.3.1.9","Acetyl-CoA C-acetyltransferase"
"1187","EC:2.3.1.94","6-deoxyerythronolide-B synthase"
"1188","EC:2.3.1.95","Trihydroxystilbene synthase"
"1189","EC:2.3.1.97","Glycylpeptide N-tetradecanoyltransferase"
"1190","EC:2.3.2.10","UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase"
"1191","EC:2.3.2.13","Protein-glutamine gamma-glutamyltransferase"
"1192","EC:2.3.2.15","Glutathione gamma-glutamylcysteinyltransferase"
"1193","EC:2.3.2.16","Lipid II:glycine glycyltransferase"
