OTU,Chris-01,Chris-02,Chris-03,Chris-04,Chris-05,Chris-06,Chris-07,Chris-08,Chris-09,Chris-10,Chris-11,Chris-12,Chris-13,Chris-14,Chris-15,Chris-16,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4088,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,midas_s_41569
OTU_4089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,midas_s_57733
OTU_4090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,,,
OTU_4091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
OTU_4092,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,midas_g_6757,midas_s_6757
OTU_4093,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_2464
OTU_4094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,,,
OTU_4095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,
OTU_4096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2019,midas_g_2019,midas_s_15805
OTU_4097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2943,midas_g_7280,midas_s_43528
OTU_4098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2943,midas_g_7280,midas_s_69521
OTU_4099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_50895,midas_f_50895,midas_g_50895,midas_s_85154
OTU_4100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,midas_o_75278,midas_f_75278,midas_g_75278,midas_s_75278
OTU_4101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_694,midas_s_48646
OTU_4102,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,midas_g_534,midas_s_70600
OTU_4103,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,midas_g_534,midas_s_721
OTU_4104,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_16706
OTU_4105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_3222
OTU_4106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_1303
OTU_4107,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_26791
OTU_4108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,midas_s_3936
OTU_4109,0,0,0,0,1,5,1,0,2,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,
OTU_4110,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,
OTU_4111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,midas_s_57836
OTU_4112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,midas_s_812
OTU_4113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,
OTU_4114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,midas_s_27866
OTU_4115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,midas_s_4750
OTU_4116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,midas_s_5017
OTU_4117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_18418
OTU_4118,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter_blasticus
OTU_4119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,midas_g_62444,midas_s_62444
OTU_4120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_2010,
OTU_4121,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_2010,midas_s_3131
OTU_4122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,midas_g_18257,midas_s_77391
OTU_4123,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,midas_g_43318,midas_s_43318
OTU_4124,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,
OTU_4125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,midas_g_59,midas_s_11539
OTU_4126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
OTU_4127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,
OTU_4128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,
OTU_4129,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,midas_s_18458
OTU_4130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
OTU_4131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Formivibrio,midas_s_38272
OTU_4132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,midas_s_49739
OTU_4133,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
OTU_4134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,midas_s_14029
OTU_4135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,midas_s_114107
OTU_4136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,midas_s_1611
OTU_4137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,midas_s_2834
OTU_4138,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,,
OTU_4139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,midas_g_17510,midas_s_19935
OTU_4140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,midas_g_5719,midas_s_5719
OTU_4141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,midas_s_21454
OTU_4142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,midas_s_52496
OTU_4143,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azospira,Azospira_oryzae
OTU_4144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,Ca_Accumulibacter_aalborgensis
OTU_4145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Georgfuchsia,
OTU_4146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,midas_g_6531,midas_s_6531
OTU_4147,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Niveibacterium,
OTU_4148,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Niveibacterium,midas_s_24046
OTU_4149,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,midas_s_30762
OTU_4150,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,Zoogloea_oleivorans
OTU_4151,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,midas_g_18253,
OTU_4152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,midas_s_25506
OTU_4153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,T34,midas_g_19650,midas_s_31677
OTU_4154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_11729
OTU_4155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_3175
OTU_4156,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_35313
OTU_4157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,midas_s_34857
OTU_4158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_45195,midas_s_45195
OTU_4159,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,midas_g_75498,midas_s_100201
OTU_4160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,midas_f_57274,midas_g_75457,midas_s_75457
OTU_4161,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,midas_s_19510
OTU_4162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio,midas_s_59275
OTU_4163,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,midas_s_7412
OTU_4164,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia_fonticola
OTU_4165,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,
OTU_4166,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_2362,Ca_Ovatusbacter,
OTU_4167,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_29377,midas_g_110619,
OTU_4168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_29377,midas_g_29377,midas_s_29377
OTU_4169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_16990,
OTU_4170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_273,midas_s_12926
OTU_4171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_celticus
OTU_4172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,midas_s_51542
OTU_4173,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,midas_s_67260
OTU_4174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,midas_s_78975
OTU_4175,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,midas_s_15379
OTU_4176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,
OTU_4177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,midas_s_13308
OTU_4178,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,,
OTU_4179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,midas_s_525
OTU_4180,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,midas_s_36201
OTU_4181,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_2825
OTU_4182,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,midas_s_3886
OTU_4183,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,Bacteria,SAR324_cladeMarine_group_B,midas_c_814,midas_o_928,midas_f_50335,midas_g_50335,midas_s_70303
OTU_4184,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_110217,midas_s_110217
OTU_4185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_1187,midas_g_68584,midas_s_86934
OTU_4186,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_2060,midas_g_2060,midas_s_2060
OTU_4187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_91940,midas_g_94737,midas_s_119587
OTU_4188,0,0,0,0,1,2,2,4,5,3,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,midas_f_93367,midas_g_95763,midas_s_96680
OTU_4189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,midas_s_113441
OTU_4190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_5504,midas_s_39844
OTU_4191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Oikopleura,midas_s_58215
OTU_4192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,midas_s_112834
OTU_4193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,WPS-2,midas_c_206,midas_o_395,midas_f_547,midas_g_1194,midas_s_2153
OTU_4194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria,WPS-2,midas_c_206,midas_o_395,midas_f_547,midas_g_547,midas_s_31525
OTU_4195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Archaea,Crenarchaeota,Bathyarchaeia,midas_o_90791,midas_f_90791,midas_g_90791,midas_s_92476
OTU_4196,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Archaea,Crenarchaeota,Bathyarchaeia,midas_o_90791,midas_f_90791,midas_g_90791,midas_s_92508
OTU_4197,0,0,0,0,0,7,4,6,2,2,5,4,2,2,33,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,
OTU_4198,0,0,0,0,0,8,8,11,8,15,2,3,2,5,5,0,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense
OTU_4199,0,0,0,0,0,18,20,6,8,16,1,2,1,0,0,0,Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,Methanofastidiosaceae,Ca_Methanofastidiosum,midas_s_8154
OTU_4200,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,,,
OTU_4201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,,
OTU_4202,0,0,0,0,0,43,39,21,46,31,2,1,3,0,2,2,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,midas_s_2576
OTU_4203,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,midas_s_92121
OTU_4204,0,0,0,0,0,3,0,4,6,17,1,1,0,0,0,0,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,midas_f_880,midas_g_91627,midas_s_91627
OTU_4205,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,midas_g_118831,
OTU_4206,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,midas_s_90448
OTU_4207,0,0,0,0,0,2,2,0,2,1,0,1,0,1,0,0,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,midas_s_90843
OTU_4208,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,midas_s_110737
OTU_4209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_51876,midas_s_100874
OTU_4210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,midas_f_675,midas_g_7271,midas_s_7271
OTU_4211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,midas_s_8754
OTU_4212,0,0,0,0,0,6,6,3,6,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,midas_s_71439
OTU_4213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,midas_g_201,midas_s_40145
OTU_4214,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,Bacteria,Acidobacteriota,Subgroup_21,midas_o_3847,midas_f_5529,midas_g_5529,midas_s_93171
OTU_4215,0,0,0,0,0,7,5,5,7,4,3,2,0,2,1,0,Bacteria,Acidobacteriota,Subgroup_21,midas_o_3847,midas_f_5529,midas_g_5529,midas_s_9350
OTU_4216,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,,,
OTU_4217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,midas_o_2,midas_f_1575,midas_g_7549,
OTU_4218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,midas_s_8197
OTU_4219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,midas_s_2106
OTU_4220,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Kineosphaera,
OTU_4221,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,midas_s_1729
OTU_4222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,midas_s_3155
OTU_4223,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,,
OTU_4224,0,0,0,0,0,2,1,5,4,4,0,1,0,3,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_2573,midas_g_3338,
OTU_4225,0,0,0,0,0,2,3,3,0,2,0,0,0,1,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_2573,midas_g_3338,midas_s_3953
OTU_4226,0,0,0,0,0,2,0,2,0,1,0,0,1,1,0,1,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_2573,midas_g_3338,midas_s_4958
OTU_4227,0,0,0,0,0,23,10,18,17,19,1,1,0,1,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,
OTU_4228,0,0,0,0,0,3,3,9,8,4,0,3,0,3,1,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,midas_s_9149
OTU_4229,0,0,0,0,0,1,2,0,0,1,2,1,1,2,1,1,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_531,
OTU_4230,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_531,midas_s_114734
OTU_4231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_1737,midas_s_1737
OTU_4232,0,0,0,0,0,3,2,1,2,2,1,0,0,0,0,0,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_5590
OTU_4233,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_6852
